==> Starting Consul agent...
               Version: '2.0.2'
            Build Date: '2026-07-08 09:22:50 +0000 UTC'
               Node ID: '4c58e505-e902-3d6c-0f52-0e69470dd053'
             Node name: 'node3'
            Datacenter: 'dc1' (Segment: '<all>')
                Server: true (Bootstrap: false)
           Client Addr: [127.0.0.1] (HTTP: 8520, HTTPS: -1, gRPC: 8522, gRPC-TLS: 8523, DNS: 8620)
          Cluster Addr: 127.0.0.1 (LAN: 8321, WAN: 8322)
     Gossip Encryption: false
      Auto-Encrypt-TLS: false
           ACL Enabled: false
     Reporting Enabled: false
    ACL Default Policy: allow
             HTTPS TLS: Verify Incoming: false, Verify Outgoing: false, Min Version: TLSv1_2
              gRPC TLS: Verify Incoming: false, Min Version: TLSv1_2
      Internal RPC TLS: Verify Incoming: false, Verify Outgoing: false (Verify Hostname: false), Min Version: TLSv1_2

==> Log data will now stream in as it occurs:

2026-08-28T16:46:50.866+0800 [WARN]  agent: bootstrap_expect > 0: expecting 3 servers
2026-08-28T16:57:49.654+0800 [INFO]  agent.server.serf.lan: serf: EventMemberLeave: node3 127.0.0.1
2026-08-28T16:57:49.654+0800 [INFO]  agent.server: Removing LAN server: server="node3 (Addr: tcp/127.0.0.1:8320) (DC: dc1)"
2026-08-28T16:57:49.655+0800 [WARN]  agent.server: deregistering self should be done by follower: name=node3 partition=default
2026-08-28T16:57:49.655+0800 [INFO]  agent.router.manager: shutting down
2026-08-28T16:57:52.655+0800 [INFO]  agent.server: Waiting to drain RPC traffic: drain_time=5s
2026-08-28T16:57:57.655+0800 [INFO]  agent: Requesting shutdown
2026-08-28T16:57:57.665+0800 [INFO]  agent.server: shutting down server
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="peering deferred deletion"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="CA root expiration metric"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="config entry controllers"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="federation state anti-entropy"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="streaming peering resources"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="metrics for streaming peering resources"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="intermediate cert renew watch"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="CA root pruning"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="CA signing expiration metric"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="federation state pruning"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="federation state pruning"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=APIGateway err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopping routine: routine="peering deferred deletion"
2026-08-28T16:57:57.666+0800 [INFO]  agent.leader: stopping routine: routine="federation state anti-entropy"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=InlineCertificate err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=BoundAPIGateway err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=JWTProvider err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.v2_exports_shim: encountered an error while streaming exported services: error="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=TCPRoute err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.api_gateway_controller: error watching controller subscription: controller=apiGatewayController topic=HTTPRoute err="subscription closed by server, server is shutting down"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.controller-runtime: error received from watch: controller=consul.io/reaper-controller managed_type=internal.v1.Tombstone error="rpc error: code = Canceled desc = context canceled"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.controller-runtime: error received from watch: controller=consul.io/exported-services-v1-compat managed_type=multicluster.v2.ComputedExportedServices error="rpc error: code = Canceled desc = context canceled"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.controller-runtime: error received from watch: controller=consul.io/exported-services-v1-compat managed_type=multicluster.v2.ComputedExportedServices error="rpc error: code = Canceled desc = context canceled"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.controller-runtime: error received from watch: controller=consul.io/exported-services-v1-compat managed_type=multicluster.v2.ComputedExportedServices error="rpc error: code = Canceled desc = context canceled"
2026-08-28T16:57:57.665+0800 [WARN]  agent.server.controller-runtime: error received from watch: controller=consul.io/exported-services-v1-compat managed_type=multicluster.v2.ComputedExportedServices error="rpc error: code = Canceled desc = context canceled"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="peering deferred deletion"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="CA root expiration metric"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="config entry controllers"
2026-08-28T16:57:57.665+0800 [ERROR] agent.server: error performing anti-entropy sync of federation state: error="context canceled"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="streaming peering resources"
2026-08-28T16:57:57.665+0800 [INFO]  agent.server.peering_metrics: stopping peering metrics
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="intermediate cert renew watch"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="CA root pruning"
2026-08-28T16:57:57.665+0800 [INFO]  agent.leader: stopped routine: routine="CA signing expiration metric"
2026-08-28T16:57:57.666+0800 [INFO]  agent.leader: stopping routine: routine="streaming peering resources"
2026-08-28T16:57:57.667+0800 [INFO]  agent.router.manager: shutting down
2026-08-28T16:57:57.667+0800 [INFO]  agent: consul server down
2026-08-28T16:57:57.668+0800 [INFO]  agent: shutdown complete
2026-08-28T16:57:57.667+0800 [INFO]  agent.leader: stopped routine: routine="federation state anti-entropy"
2026-08-28T16:57:57.668+0800 [INFO]  agent.leader: stopped routine: routine="metrics for streaming peering resources"
2026-08-28T16:57:57.668+0800 [INFO]  agent.leader: stopping routine: routine="metrics for streaming peering resources"
2026-08-28T16:57:57.668+0800 [INFO]  agent.dns: Stopping server: protocol=DNS address=127.0.0.1:8620 network=tcp
2026-08-28T16:57:57.668+0800 [INFO]  agent.server.autopilot: reconciliation now disabled
2026-08-28T16:57:57.669+0800 [INFO]  agent.dns: Stopping server: protocol=DNS address=127.0.0.1:8620 network=udp
2026-08-28T16:57:57.669+0800 [INFO]  agent: Stopping server: address=127.0.0.1:8520 network=tcp protocol=http
2026-08-28T16:57:57.670+0800 [INFO]  agent: Waiting for endpoints to shut down
2026-08-28T16:57:57.670+0800 [INFO]  agent: Endpoints down
2026-08-28T16:57:57.670+0800 [INFO]  agent: Exit code: code=0
